PERIOD,W OR P,PARTICIPANT NAME,PARTICIPANT #,IP #,TITLE NAME,TITLE #,PERF SOURCE,COUNTRY OF PERFORMANCE,SHOW NAME,EPISODE NAME,SHOW #,USE CODE,TIMING,PARTICIPANT %,PERF COUNT,BONUS LEVEL,ROYALTY AMOUNT,WITHHOLD,PERF PERIOD,CURRENT ACTIVITY AMT,HITS SONG OR TV NET SUPER USAGE BONUS,STANDARDS OR TV NET THEME BONUS,FOREIGN SOCIETY ADJUSTMENT,COMPANY CODE,COMPANY NAME,PERF DATE,
20244,W,SONGSMITH JANE,987654321,00987654321,ELECTRIC SUNSET,87654321,SPOTIFY,UNITED STATES,,,0,FF,000:00,100.00,2800,,7.00,,20244,7.00,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,ELECTRIC SUNSET,87654321,AMAZON UNLTD,UNITED STATES,,,0,FF,000:00,100.00,1200,,3.00,,20244,3.00,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,ELECTRIC SUNSET,87654321,APPLE MUSIC,UNITED STATES,,,0,FF,000:00,100.00,950,,2.38,,20244,2.38,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,ELECTRIC SUNSET,87654321,YOUTUBE,UNITED STATES,,,0,FF,000:00,100.00,1800,,4.50,,20244,4.50,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,NEON NIGHTS,87654322,SPOTIFY,UNITED STATES,,,0,FF,000:00,100.00,3500,,8.75,,20244,8.75,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,NEON NIGHTS,87654322,PANDORA,UNITED STATES,,,0,FF,000:00,100.00,1600,,4.00,,20244,4.00,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,NEON NIGHTS,87654322,TIKTOK,UNITED STATES,,,0,FF,000:00,100.00,8000,,4.00,,20244,4.00,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,VELVET SKY,87654323,YOUTUBE,UNITED STATES,,,0,FF,000:00,100.00,2200,,5.50,,20244,5.50,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,VELVET SKY,87654323,COMM RADIO,UNITED STATES,,,0,SD,000:00,100.00,85,,0.51,,20244,0.51,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,CRYSTAL RAIN,87654324,AMAZON PRIME,UNITED STATES,,,0,FF,000:00,100.00,980,,2.45,,20244,2.45,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,CRYSTAL RAIN,87654324,DEEZER,GERMANY,,,0,FF,000:00,100.00,620,,1.55,,20244,1.55,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,CRYSTAL RAIN,87654324,DEEZER,FRANCE,,,0,FF,000:00,100.00,480,,1.20,,20244,1.20,0.00,0.00,,0,BMI,
20243,W,SONGSMITH JANE,987654321,00987654321,ELECTRIC SUNSET,87654321,SPOTIFY,UNITED STATES,,,0,FF,000:00,100.00,2400,,6.00,,20243,6.00,0.00,0.00,,0,BMI,
20243,W,SONGSMITH JANE,987654321,00987654321,ELECTRIC SUNSET,87654321,APPLE MUSIC,UNITED STATES,,,0,FF,000:00,100.00,820,,2.05,,20243,2.05,0.00,0.00,,0,BMI,
20243,W,SONGSMITH JANE,987654321,00987654321,NEON NIGHTS,87654322,SPOTIFY,UNITED STATES,,,0,FF,000:00,100.00,3100,,7.75,,20243,7.75,0.00,0.00,,0,BMI,
20243,W,SONGSMITH JANE,987654321,00987654321,NEON NIGHTS,87654322,YOUTUBE,UNITED STATES,,,0,FF,000:00,100.00,1900,,4.75,,20243,4.75,0.00,0.00,,0,BMI,
20243,W,SONGSMITH JANE,987654321,00987654321,VELVET SKY,87654323,AMAZON UNLTD,UNITED STATES,,,0,FF,000:00,100.00,750,,1.88,,20243,1.88,0.00,0.00,,0,BMI,
20243,W,SONGSMITH JANE,987654321,00987654321,CRYSTAL RAIN,87654324,SPOTIFY,UNITED STATES,,,0,FF,000:00,100.00,850,,2.13,,20243,2.13,0.00,0.00,,0,BMI,
20242,W,SONGSMITH JANE,987654321,00987654321,ELECTRIC SUNSET,87654321,SPOTIFY,UNITED STATES,,,0,FF,000:00,100.00,2050,,5.13,,20242,5.13,0.00,0.00,,0,BMI,
20242,W,SONGSMITH JANE,987654321,00987654321,NEON NIGHTS,87654322,SPOTIFY,UNITED STATES,,,0,FF,000:00,100.00,2700,,6.75,,20242,6.75,0.00,0.00,,0,BMI,
20242,W,SONGSMITH JANE,987654321,00987654321,NEON NIGHTS,87654322,PANDORA,UNITED STATES,,,0,FF,000:00,100.00,1400,,3.50,,20242,3.50,0.00,0.00,,0,BMI,
20242,W,SONGSMITH JANE,987654321,00987654321,VELVET SKY,87654323,YOUTUBE,UNITED STATES,,,0,FF,000:00,100.00,1600,,4.00,,20242,4.00,0.00,0.00,,0,BMI,
20241,W,SONGSMITH JANE,987654321,00987654321,ELECTRIC SUNSET,87654321,SPOTIFY,UNITED STATES,,,0,FF,000:00,100.00,1800,,4.50,,20241,4.50,0.00,0.00,,0,BMI,
20241,W,SONGSMITH JANE,987654321,00987654321,NEON NIGHTS,87654322,SPOTIFY,UNITED STATES,,,0,FF,000:00,100.00,2300,,5.75,,20241,5.75,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,COLLIDE,87654325,SPOTIFY,UNITED STATES,,,0,FF,000:00,50.00,1200,,1.50,,20244,1.50,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,COLLIDE,87654325,APPLE MUSIC,UNITED STATES,,,0,FF,000:00,50.00,580,,0.73,,20244,0.73,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,DREAMSCAPE,87654326,SPOTIFY,UNITED STATES,,,0,FF,000:00,100.00,1950,,4.88,,20244,4.88,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,DREAMSCAPE,87654326,AMAZON UNLTD,UNITED STATES,,,0,FF,000:00,100.00,720,,1.80,,20244,1.80,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,MIDNIGHT DRIVE,87654327,SPOTIFY,UNITED STATES,,,0,FF,000:00,100.00,2400,,6.00,,20244,6.00,0.00,0.00,,0,BMI,
20244,W,SONGSMITH JANE,987654321,00987654321,MIDNIGHT DRIVE,87654327,TIKTOK,UNITED STATES,,,0,FF,000:00,100.00,12000,,6.00,,20244,6.00,0.00,0.00,,0,BMI,
